EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
,"0,11 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Pozwól sobie na chwilę przyjemności z Twoim ulubionym cappuccino! Aksamitna konsystencja i cudowny aromat, uwieńczone kremową warstwą kuszącej pianki. Tak smakuje prawdziwa przyjemność!",,https://www.carrefour.pl/images/product/350x350/mokate-caffetteria-cappuccino-waniliowe-110-g-s5mvba.jpg,"mleczna baza [olej kokosowy, <span style='font-weight: bold;'>mleko</span> w proszku odtłuszczone (12%), serwatka (z <span style='font-weight: bold;'>mleka</span>) w proszku, regulator kwasowości: fosforany potasu], cukier, maltodekstryna, kawa rozpuszczalna (3,5%), kawa zbożowa rozpuszczalna (ekstrakt prażonego <span style='font-weight: bold;'>jęczmienia</span> i <span style='font-weight: bold;'>żyta</span>) (3,3%), aromaty, ekstrakt wanilii w proszku
<br><br>Alergeny: Produkt może zawierać <span style='font-weight: bold;'>soję</span>.
",,4.59,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Mokate Cappuccino smak waniliowy 110 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/mokate-cappuccino-smak-waniliowy-110-g,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni","Sok na dzień dobry
Potrzebujesz lekkiego orzeźwienia?
Mamy na to sposób!
Szklanka soku jabłkowego
Źródło witaminy C
przyczynia się do zmniejszenia uczucia zmęczenia i znużenia",,https://www.carrefour.pl/images/product/350x350/hortex-sok-100-jablko-300-ml-7la5f5.jpg,"sok jabłkowy (100%) z soku zagęszczonego, witamina C
",,2.19,Carrefour,"Chronić przed światłem.<br>Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 2 dni.<br>Niewłaściwe przechowywanie produktu, szczególnie po otwarciu może spowodować wzrost ciśnienia wewnątrz butelki.",Hortex Sok 100% jabłko 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/hortex-sok-100-jablko-300-ml,
,"1,5 l",,,Napoje > Napoje gazowane i niegazowane > Napoje na bazie herbaty,"Ice Tea to delikatna kompozycja krystalicznej wody źródlanej, naturalnego ekstraktu herbaty oraz nuty słodyczy. Ten niskokaloryczny napój bez sztucznych barwników i konserwantów to idealna propozycja dla osób poszukujących pysznego herbacianego smaku i orzeźwiającej przyjemności płynącej z owocowych nut smakowych, a jednocześnie dbających o zbilansowaną dietę.
Żywiec Zdrój Black Tea to napój herbaciany na bazie krystalicznej wody źródlanej z ekstraktem czarnej herbaty o smaku cytryny i limonki, z dodatkiem naturalnej substancji słodzącej z liści stewii. Produkt jest niskokaloryczny, bez konserwantów i sztucznych barwników. Przeznaczony jest dla konsumentów poszukujących naturalnego smaku herbaty i orzeźwiającej przyjemności płynącej z owocowych nut smakowych.",,https://www.carrefour.pl/images/product/350x350/zywiec-zdroj-black-tea-napoj-niegazowany-czarna-herbata-cytryna-limonka-15-l-mpfd5i.jpg,"naturalna woda mineralna 95%, cukier, ekstrakt czarnej herbaty 0,12%, naturalny aromat cytrynowy, naturalny aromat cytrusowy, naturalny aromat limonkowy z innymi naturalnymi aromatami, przeciwutleniacz: kwas askorbinowy, regulator kwasowości: kwas cytrynowy, substancja słodząca: glikozydy stewiolowe
",,2.99,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Chronić przed działaniem promieni słonecznych i przemrożeniem. Po otwarciu przechowywać w lodówce i spożyć w ciągu 48 godzin.<br><br>Ewentualny osad wynika z obecności ekstraktu herbaty w produkcie.,"Żywiec Zdrój Black Tea Napój niegazowany czarna herbata cytryna limonka 1,5 l",https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/napoje-na-bazie-herbaty/zywiec-zdroj-black-tea-napoj-niegazowany-czarna-herbata-cytryna-limonka-15-l,
,"0,03 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Zioła wspomagają prawidłowe funkcjonowanie organizmu oraz mają korzystny wpływ na samopoczucie.
Unikalna kompozycja 7 ziół zawiera między innymi:
- melisę i lipę, które pomagają zachować stan relaksacyjny organizmu
- koper włoski, miętę i rumianek - wspierające prawidłowe funkcjonowanie układu pokarmowego
- pokrzywę wspomagającą witalność organizmu

Czy wiesz że...
dodatek liści jeżyn nadaje naparowi delikatnie słodki, zbalansowany smak.",,https://www.carrefour.pl/images/product/350x350/posti-bukiet-7-ziol-herbatka-ziolowa-30-g-20-torebek-ivas2j.jpg,"kwait lipy (Tiliae flos) 20%, ziele pokrzywy (Urtica dioica) 20%, ziele melisy (Melissa officinalis) 15%, ziele rumianku pospolitego (Matricaria chamomilla) 15%, owoc kopru włoskiego (Foeniculum vulgare) 10%, ziele mięty (Mentha piperita) 10%, liście jeżyn 10%
",,2.99,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Posti Bukiet 7 ziół Herbatka ziołowa 30 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/posti-bukiet-7-ziol-herbatka-ziolowa-30-g-20-torebek,
,"0,25 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje roślinne",,,https://www.carrefour.pl/images/product/350x350/carrefour-bio-produkt-roslinny-na-bazie-soi-i-oleju-slonecznikowego-uht-250-ml-dpsqj0.jpg,"baza SOJOWA Bio 82% (woda, ziarna SOI*, olej słonecznikowy* 14,6%, cukier trzcinowy*, emulgator: lecytyny (z SOI), substancje zagęszczające: guma ksantanowa, karagen, * składnik pochodzący z upraw ekologicznych
",,4.99,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 4 dni.,Carrefour Bio Produkt roślinny na bazie soi i oleju słonecznikowego UHT 250 ml,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-roslinne/carrefour-bio-produkt-roslinny-na-bazie-soi-i-oleju-slonecznikowego-uht-250-ml,
,"1,5 l",,,Napoje > Wody > Gazowane,"Niskozmineralizowana, odpowiednia dla diety ubogiej w sód. Napowietrzana i filtrowana.",,https://www.carrefour.pl/images/product/350x350/dobrowianka-naturalna-woda-mineralna-lekko-gazowana-15-l-1bgo69.jpg,,,1.89,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Chronić przed działaniem promieni słonecznych i przemrożeniem. Spożyć w ciągu 48 godzin od otwarcia.,"Dobrowianka Woda mineralna lekko gazowana 1,5 l",https://www.carrefour.pl:443/napoje/wody/gazowane/dobrowianka-woda-mineralna-lekko-gazowana-15-l,
,"0,5 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Idealna do użycia w automatycznych ekspresach do kawy. Doskonała jako Espresso oraz jako baza do kaw z mlekiem (Caffè Latte, Cappucino).",,https://www.carrefour.pl/images/product/350x350/jacobs-kronung-kawa-ziarnista-500-g-i0ociv.jpg,,,24.49,Carrefour,Przechowywać w chłodnym i suchym miejscu.,Jacobs Krönung Kawa ziarnista 500 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/jacobs-kronung-kawa-ziarnista-500-g,
,"0,2 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Naturalnie, że każdy kubek Inki czekoladowej jest tak pyszny! Inka skomponowana z polskich zbóż i cykorii z dodatkiem czekolady, kusi zniewalającym smakiem i aromatem. To doskonały sposób na chwile prawdziwej przyjemności dla Ciebie i Twojej rodziny.",,https://www.carrefour.pl/images/product/350x350/inka-rozpuszczalna-kawa-zbozowa-z-czekolada-200-g-o71ue4.jpg,"rozpuszczalna kawa zbożowa Inka 50% [zboża 93% (<span style='font-weight: bold;'>jęczmień</span>, <span style='font-weight: bold;'>żyto</span>), cykoria], cukier, niskotłuszczowa czekolada do picia* 14% (cukier, niskotłuszczowe kakao**), *masa kakaowa minimum 25%, **zawartość masła kakaowego 10-12%
",,8.59,Carrefour,Szczelnie zamknięte opakowanie przechowywać w suchym i chłodnym miejscu. ,Inka Rozpuszczalna kawa zbożowa z czekoladą 200 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/inka-rozpuszczalna-kawa-zbozowa-z-czekolada-200-g,
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Herbaty","Tetley Intensive to wysokiej jakości kompozycja czarnych herbat z Kenii oraz Indyjskich herbat Assam, które tworzą wyjątkowe połączenie, dając szlachetny napar o intensywnym smaku i aromacie.",,https://www.carrefour.pl/images/product/350x350/tetley-intensive-herbata-czarna-200-g-100-x-2-g-6e5gcm.jpg,"herbata czarna
",,14.99,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Tetley Intensive Herbata czarna 200 g (100 x 2 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/tetley-intensive-herbata-czarna-200-g-100-x-2-g,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Żurawina & Malina
Herbata ziołowo-owocowa

Wyrazisty aromat żurawiny w połączeniu z delikatną nutą maliny pomoże Ci odkryć słodką stronę życia.
Spróbuj i zanurz się w świecie owocowych inspiracji!
Tyle przyjemności i tak mało Kalorii!",,https://www.carrefour.pl/images/product/350x350/vitax-inspirations-zurawina-and-malina-herbata-ziolowoowocowa-40-g-20-torebek-30780q.jpg,"hibiskus, jabłko, liść jeżyny, aromaty, owoc dzikiej róży, owoc żurawiny (1%), kwas cytrynowy - regulator kwasowości, owoc maliny (0,3%)
",,4.15,Carrefour,Przechowywać w suchym miejscu w temperaturze poniżej 25°C.,Vitax Inspirations Żurawina and Malina Herbata ziołowo-owocowa 40 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/vitax-inspirations-zurawina-and-malina-herbata-ziolowoowocowa-40-g-20-torebek,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Malina & Wiśnia
Herbata ziołowo-owocowa

Wyjątkowy aromat maliny w połączeniu z soczystą nutą wiśni sprawi, że napłyną wspomnienia z letnich cudownych chwil.
Spróbuj i zanurz się w świecie owocowych inspiracji!
Tyle przyjemności i tak mało Kalorii!",,https://www.carrefour.pl/images/product/350x350/vitax-inspirations-malina-and-wisnia-herbata-ziolowoowocowa-40-g-20-torebek-e8i0p4.jpg,"hibiskus, jabłko, aromaty, liść jeżyny, korzeń lukrecji, liść mięty, owoc maliny (0,4%), koncentrat soku z wiśni (0,4%)
",,4.15,Carrefour,Przechowywać w suchym miejscu w temperaturze poniżej 25°C.,Vitax Inspirations Malina and Wiśnia Herbata ziołowo-owocowa 40 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/vitax-inspirations-malina-and-wisnia-herbata-ziolowoowocowa-40-g-20-torebek,
,"0,03 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Najlepsza na udany dzień!
Stworzyliśmy naszą herbatę tak, aby mogła Ci towarzyszyć przez cały dzień. Filiżanka gorącego naparu to idealny sposób na udany poranek. W pracy jej aromat pomoże zrelaksować się podczas krótkiej przerwy. A wieczorem? Już teraz pomyśl o tym, by zaprosić kogoś na herbatę, bo tym smakiem na pewno zechcesz się podzielić!

Torebki z herbatą zamknęliśmy w wygodnych kopertkach, które dodatkowo chronią ich cenną zawartość.

Tajemnicą doskonałego smaku naszej herbaty są starannie wyselekcjonowane, najmłodsze listki i pączki zrywane ręcznie z samej góry herbacianych krzewów. Nasz doświadczony kiper wzbogacił je słodkimi poziomkami i naturalną wanilią, tworząc w ten sposób harmonijną kompozycję, która uwodzi smakiem i kusi niezwykłym aromatem.

Owocowa i aromatyczna",,https://www.carrefour.pl/images/product/350x350/irving-herbata-czarna-poziomkowa-z-wanilia-30-g-20-torebek-lshvhe.jpg,"herbata czarna, kwiat hibiskusa, owoc poziomki - 10%, owoc aronii, aromaty, jabłko, owoc dzikiej róży, karmel w proszku, wanilia - 0,3%, owoc czarnej porzeczki, owoc czarnej jagody, owoc maliny, owoc truskawki
",,5.85,Carrefour,"Przechowywać w szczelnym opakowaniu, w suchym i chłodnym miejscu, z dala od obcych zapachów.",Irving Herbata czarna poziomkowa z wanilią 30 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/irving-herbata-czarna-poziomkowa-z-wanilia-30-g-20-torebek,
,"0,032 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Odkryj blask słońca, ożywczy deszcz i głęboką zieleń liści Zielonej Herbaty. Świeży smak i ta cudowna chwila błogości.",,https://www.carrefour.pl/images/product/350x350/lipton-o-smaku-cytryna-i-melisa-herbata-zielona-aromatyzowana-32-g-20-torebek-cf7hub.jpg,"herbata zielona, melisa (14%), skórka cytryny (5,6%), aromat
",,7.99,Carrefour,Przechowywać w suchym i ciemnym miejscu.,Lipton o smaku Cytryna i melisa Herbata zielona aromatyzowana 32 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/lipton-o-smaku-cytryna-i-melisa-herbata-zielona-aromatyzowana-32-g-20-torebek,
,"0,2 l",,,"Napoje > Soki, nektary i syropy > Multiwitamina i wielosmakowe",,,https://www.carrefour.pl/images/product/350x350/symbio-ekologiczne-smoothie-banan-jablko-truskawka-aronia-200-ml-qsrh77.jpg,"ekologiczny przecier bananowy (40%), ekologiczny sok jabłkowy z zagęszczonego soku (24%), ekologiczny sok tłoczony z truskawek (21%), ekologiczny sok z buraka z zagęszczonego soku, ekologiczny sok tłoczony z aronii (6%), przeciwutleniacz - kwas askorbinowy
",,5.99,Carrefour,Przechowywać w chłodnym miejscu. Chronić przed bezpośrednim działaniem światła. Po otwarciu przechowywać w lodówce.,Symbio Ekologiczne smoothie banan-jabłko-truskawka-aronia 200 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/multiwitamina-i-wielosmakowe/symbio-ekologiczne-smoothie-banan-jablko-truskawka-aronia-200-ml,
,"0,1 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty",,,https://www.carrefour.pl/images/product/350x350/ahmad-tea-english-no--1-herbata-czarna-100-g-v5tgte.jpg,"herbata czarna, delikatnie wzbogacona aromatem bergamoty
",,13.69,Carrefour,,Ahmad Tea English No. 1 Herbata czarna 100 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/ahmad-tea-english-no--1-herbata-czarna-100-g,
,"0,33 l",,,"Napoje > Soki, nektary i syropy > Owocowo-warzywne",,,https://www.carrefour.pl/images/product/350x350/carrefour-sok-warzywno-owocowy-marchew-jablko-brzoskwinia-330-ml-u0ms4f.jpg,"przecier marchwiowy 36%, woda, przecier jabłkowy 10%, cukier, sok marchwiowy z zagęszczonego soku marchwiowego 4%, przecier brzoskwiniowy 3%, sok jabłkowy z zagęszczonego soku jabłkowego 3%, regulator kwasowości - kwas cytrynowy, substancja wzbogacająca - witamina C (kwas L-askorbinowy), aromaty
",,1.29,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 48 godzin.,Carrefour Sok warzywno-owocowy marchew-jabłko-brzoskwinia 330 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowowarzywne/carrefour-sok-warzywno-owocowy-marchew-jablko-brzoskwinia-330-ml,
,"0,2 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty",,,https://www.carrefour.pl/images/product/350x350/tet-british-empire-herbata-czarna-200-g-100-torebek-rcjflr.jpg,"mieszanka indyjskich, kenijskich i cejlońskich czarnych herbat
",,17.69,Carrefour,"Przechowywać w suchym, chłodnym miejscu, wilgotność względna nie większa niż 70%, w szczelnie zamkniętym opakowaniu, z dala od mocno aromatycznych produktów.",TET British Empire Herbata czarna 200 g (100 x 2 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/tet-british-empire-herbata-czarna-200-g-100-x-2-g,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","Owoce nie są tylko cennym źródłem witamin.
",,https://www.carrefour.pl/images/product/350x350/fortuna-nektar-czarna-porzeczka-1-l-47-32u7fc.jpg,"woda, sok z czarnych porzeczek z zagęszczonego soku z czarnych porzeczek (25%), cukier, regulator kwasowości - kwas cytrynowy, naturalny aromat z czarnej porzeczki, Zawartość owoców minimum 25%
",,4.99,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Fortuna Nektar czarna porzeczka 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/fortuna-nektar-czarna-porzeczka-1-l-47,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty",,,https://www.carrefour.pl/images/product/350x350/carrefour-herbatka-dzika-roza-z-hibiskusem-40-g-20-torebek-ajem5r.jpg,"suszony owoc dzikiej róży 50%, suszony kwiat hibiskusa 25%, suszone owoce: aronii 15%, jabłka 10%
",,3.79,Carrefour,Przechowywać w suchym miejscu.,Carrefour Herbatka dzika róża z hibiskusem 40 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/carrefour-herbatka-dzika-roza-z-hibiskusem-40-g-20-torebek,
,"0,036 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Ciesz się smakiem cytrusów i zachwyć swoje zmysły kompozycją czarnej herbaty z intensywnie ekscytującym smakiem cytryny, limonki, grejpfruta i pomarańczy.
Rozkosz dla podniebienia!",,https://www.carrefour.pl/images/product/350x350/lipton-herbata-czarna-aromatyzowana-owoce-cytrusowe-36-g-20-torebek-ehh5tn.jpg,"herbata czarna*, aromat, skórka cytryny (1,4%), skórka pomarańczy (1,4%), skórka limonki (1,4%), skórka grejpfruta (1,4%), *certyfikowane Rainforest Alliance
",,7.99,Carrefour,Przechowywać w suchym i ciemnym miejscu.,Lipton Herbata czarna aromatyzowana owoce cytrusowe 36 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/lipton-herbata-czarna-aromatyzowana-owoce-cytrusowe-36-g-20-torebek,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowo-warzywne","Wyjątkowo smaczny i zdrowy 100% Sok Pomidorowy. Powstaje z aromatycznych pomidorów - jest przecierowy, gęsty i niskokaloryczny, dzięki czemu stanowi pożywne uzupełnienie codziennej diety oraz idealną przekąskę.

Sok na dzień dobry
Dopada Cię lekki głód?
Mamy na to sposób!
Gęsty sok pomidorowy na przekąskę z małą ilością kalorii
Źródło potasu
pomaga w prawidłowym funkcjonowaniu mięśni, układu nerwowego oraz w utrzymaniu prawidłowego ciśnienia krwi.

Potas pomaga w prawidłowym funkcjonowaniu mięśni, układu nerwowego oraz w utrzymaniu prawidłowego ciśnienia krwi. Ważny jest zrównoważony sposób żywienia i zdrowy tryb życia.
Picie co najmniej 100 ml soku dziennie pomaga osiągnąć korzystny efekt dla zdrowia.",,https://www.carrefour.pl/images/product/350x350/hortex-sok-100-pomidor-1-l-bghf2j.jpg,"sok pomidorowy (100%) z soku zagęszczonego, sól
",,3.29,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 2 dni.,Hortex Sok 100% pomidor 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowowarzywne/hortex-sok-100-pomidor-1-l,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Tetley Super Teas - zdrowie nigdy nie smakowało tak dobrze!
Nasi eksperci stworzyli wyjątkowe połączenie prawdziwej sproszkowanej zielonej herbaty Matcha z delikatną, poddaną działaniu pary wodnej zieloną herbatą Sencha. To doskonałe połączenie tworzy łagodny, delikatny napar o subtelnym smaku i aromacie. Każdy kubek naparu zawiera 17,5% twojego dziennego zapotrzebowania na mangan.

Mangan przyczynia się do utrzymania zdrowych kości i utrzymania prawidłowego metabolizmu energetycznego. Pij co najmniej jeden kubek dziennie w ramach zróżnicowanej i zrównoważonej diety oraz zdrowego stylu życia.",,https://www.carrefour.pl/images/product/350x350/tetley-super-green-tea-sencha-matcha-zielona-herbata-42-g-20-x-21-g-tot7dp.jpg,"zielona herbata Sencha** (98%), zielona herbata Matcha granulowana (2%), **Rainforest Alliance Certified
",,6.59,Carrefour,Przechowywać w suchym i chłodnym miejscu.,"Tetley Super Green Tea Sencha & Matcha Zielona herbata 42 g (20 x 2,1 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/tetley-super-green-tea-sencha-matcha-zielona-herbata-42-g-20-x-21-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje roślinne",,,https://www.carrefour.pl/images/product/350x350/alpro-napoj-migdalowy-1-l-333d6i.jpg,"woda, <span style='font-weight: bold;'>migdały</span> (2,5%), cukier, fruktoza, regulator kwasowości (fosforany potasu), wapń, naturalny aromat, stabilizatory (guma gellan, guma guar), sól morska
<br><br>Alergeny: <span style='font-weight: bold;'>Może zawierać orzechy (nie zawiera orzeszków ziemnych). Produkt bezglutenowy. Naturalnie nie zawiera laktozy.</span>
",,9.99,Carrefour,"Przechowywać w temperaturze od +1 do +25°C. Po otwarciu przechowywać w lodówce w temperaturze do +7°C, nie dłużej niż 5 dni.",Alpro Barista Napój migdałowy 1 l,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-roslinne/alpro-barista-napoj-migdalowy-1-l,
,"0,5 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni",Orzeźwiające połączenie słodkiej maliny ze świeżością limonki. Doskonale smakuje i gasi pragnienie.,,https://www.carrefour.pl/images/product/350x350/hortex-napoj-wieloowocowy-jablko-malina-limonka-500-ml-c9u943.jpg,"woda, sok jabłkowy (15%) z soku zagęszczonego, cukier, sok malinowy (2%) z soku zagęszczonego, sok aroniowy (2%) z soku zagęszczonego, sok limonkowy (1%) z soku zagęszczonego, regulator kwasowości: kwas cytrynowy, substancja słodząca: glikozydy stewiolowe, aromaty, Glikozydy stewiolowe pochodzą z liści stewii - słodycz z naturalnego źródła
",,2.29,Carrefour,"Chronić przed światłem.<br>Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 2 dni. Niewłaściwe przechowywanie produktu, szczególnie po otwarciu może spowodować wzrost ciśnienia wewnątrz butelki.",Hortex Napój wieloowocowy jabłko malina limonka 500 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/hortex-napoj-wieloowocowy-jablko-malina-limonka-500-ml,
,"1,5 l",,,"Napoje > Napoje gazowane i niegazowane > Lemoniada, oranżada, toniki","Czas wykręcić coś z ekipą i spróbować czegoś nowego. Uwaga, wjeżdża limonkowe orzeźwienie! Jak świętować, to tylko z Pepsi Lime.",,https://www.carrefour.pl/images/product/350x350/pepsi-lime-napoj-gazowany-15-l-84i421.jpg,"woda, dwutlenek węgla, barwnik (E150d), kwasy (kwas cytrynowy, kwas fosforowy), aromaty, w tym kofeina, substancje słodzące (aspartam, acesulfam K), regulator kwasowości (cytryniany sodu)
",,4.69,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych i przemarzaniem.,"Pepsi Lime Napój gazowany 1,5 l",https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/lemoniada-oranzada-toniki/pepsi-lime-napoj-gazowany-15-l,
,"0,5 l",,,Napoje > Napoje gazowane i niegazowane > Napoje na bazie herbaty,"Lipton Ice Tea Raspberry & Cherry Blossom to wyjątkowa kompozycja mrożonej herbaty i smaku malin z nutą kwiatów wiśni, która pozwoli Ci na pyszne orzeźwienie.

Od 2020 roku butelki Lipton Ice Tea są produkowane w 100% z recyklingu* i nadają się do ponownego przetworzenia.
*Nie dotyczy etykiety i nakrętki.",,https://www.carrefour.pl/images/product/350x350/lipton-ice-tea-raspberry-cherry-blossom-napoj-niegazowany-500-ml-57ms08.jpg,"woda, cukier, kwasy (kwas cytrynowy, kwas jabłkowy), ekstrakt czarnej herbaty (0,12%), sok malinowy z soku zagęszczonego (0,1%), aromaty naturalne, przeciwutleniacz (kwas askorbinowy), substancja słodząca (glikozydy stewiolowe), regulator kwasowości (cytryniany sodu)
",,3.19,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych i przemarzaniem.<br>Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,Lipton Ice Tea Raspberry & Cherry Blossom Napój niegazowany 500 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/napoje-na-bazie-herbaty/lipton-ice-tea-raspberry-cherry-blossom-napoj-niegazowany-500-ml,
,"0,5 l",,,Napoje > Napoje gazowane i niegazowane > Energetyki,,,https://www.carrefour.pl/images/product/350x350/rockstar-xdurance-blueberry-pomegranate-acai-gazowany-napoj-energetyzujacy-500-ml-vnsmmj.jpg,"woda, cukier, dwutlenek węgla, zagęszczony sok z czarnej marchwi, kwasy (kwas cytrynowy, kwas mlekowy, kwas jabłkowy), aromat, kofeina (0,03%), tauryna (0,02%), regulator kwasowości (fosforany potasu), ekstrakt z guarany (0,01%), niacyna, witamina E, przeciwutleniacz (kwas askorbinowy), witamina B6
",,3.99,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych i przemarzaniem.,Rockstar Xdurance Blueberry Pomegranate Acai Gazowany napój energetyzujący 500 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/energetyki/rockstar-xdurance-blueberry-pomegranate-acai-gazowany-napoj-energetyzujacy-500-ml,
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Kawy",Aromatyczne espresso z kremową pianką! Zbalansowane Cappuccino z delikatną mleczną pianką.,,https://www.carrefour.pl/images/product/350x350/eduscho-vida-cappuccino-kawa-mielona-w-kapsulkach-8-x-8-g-i-mleko-w-kapsulkach-8-x-17-g-ql5t0m.jpg,"pełne <span style='font-weight: bold;'>mleko</span> w proszku (83%), cukier (17%), emulgator (E222 (<span style='font-weight: bold;'>soja</span>))
",,16.49,Carrefour,"Przechowywać w chłodnym, suchym i ciemnym miejscu.",Eduscho Vida Cappuccino Kawa mielona w kapsułkach (8 x 8 g) i mleko w kapsułkach (8 x 17 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/eduscho-vida-cappuccino-kawa-mielona-w-kapsulkach-8-x-8-g-i-mleko-w-kapsulkach-8-x-17-g,
,"0,33 l",,,Napoje > Napoje gazowane i niegazowane > Owocowe,Napój nie zawiera substancji konserwujących.,,https://www.carrefour.pl/images/product/350x350/chaimate-gazowany-napoj-z-naturalnym-ekstraktem-herbaty-330-ml-gv5673.jpg,"woda, cukier, dwutlenek węgla, ekstrakt yerba mate, ekstrakt czarnej herbaty, regulator kwasowości: kwas cytrynowy, naturalne aromaty, kofeina
",,3.19,Carrefour,"Tworzenie się osadów jest zjawiskiem naturalnym wynikającym z użycia naturalnych ekstraktów roślinnych.<br><br>Przechowywać w suchym, zacienionym i chłodnym miejscu. Nie zamrażać",ChaiMate Gazowany napój z naturalnym ekstraktem herbaty 330 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/owocowe/chaimate-gazowany-napoj-z-naturalnym-ekstraktem-herbaty-330-ml,
